icao,lat1,lon1,lat2,lon2,width,sign
66MO,38.83322775,-090.95119415,38.83076057,-090.95130475,22.86,18
VAAH,23.06600300,072.62265300,23.08838900,072.64661100,45.72,05
EFAH,64.89679940,025.74845425,64.89320060,025.76314575,22.86,12
EDHO,53.70057027,009.73983704,53.70371133,009.74687891,14.94,05
OIAW,31.34602500,048.74716700,31.32883600,048.77673100,45.11,12
WX03,-04.33086432,137.83258100,-04.33580168,137.83258100,24.99,18
LOXA,47.52956620,014.12420839,47.53643380,014.14179161,45.72,06
85GA,34.17123301,-083.73200262,34.17342365,-083.73000738,38.10,04
KAIK,33.64607200,-081.69578100,33.65355300,-081.68007800,30.48,06
KAIK,33.65396400,-081.68080800,33.64352500,-081.68088900,22.86,18
YALR,-22.64654044,133.34450549,-22.65601900,133.34855200,49.99,15
DAAS,36.17790232,005.31376855,36.17835568,005.33521745,38.10,09
DAAQ,35.52691100,002.86080300,35.52627500,002.89671400,45.11,09L
DAAQ,35.52459200,002.86078100,35.52396400,002.89668600,45.11,09R
06TE,30.31234400,-095.03081400,30.31307300,-095.02293600,15.24,08
KANW,42.58567342,-099.99666295,42.56787108,-099.99636757,34.14,17
KANW,42.58755524,-099.99592581,42.57698490,-099.98126605,22.86,13
AIE,-05.14585421,144.73087100,-05.13716379,144.73320900,60.05,15
GQNA,16.70518900,-009.64189700,16.71739700,-009.63386700,30.48,04
5GA4,34.10867269,-084.44865534,34.10319007,-084.44842412,30.48,18
52KY,38.11987001,-084.30294229,38.11639553,-084.30192271,15.24,17
49CO,40.09337874,-104.37996424,40.09325236,-104.37049966,18.29,08
LL09,42.27783577,-088.09445919,42.28332089,-088.09458859,45.72,36
W88,36.17061594,-079.79974401,36.17132128,-079.79143099,19.81,09
6PA6,41.34793690,-075.48235447,41.35222976,-075.48356999,30.48,36
F69,33.02750000,-096.83805600,33.01944400,-096.83583300,9.14,16
0IN4,41.12563120,-084.94383511,41.13002212,-084.95054101,9.14,32
0D9,44.95799784,-084.96392884,44.95868492,-084.95283062,30.48,09
4MI1,41.83032840,-083.69165485,41.83087826,-083.68322017,30.48,09
60TA,32.33005000,-096.94960300,32.32023300,-096.94539700,12.19,16
NV23,39.88167784,-119.69971495,39.86258216,-119.70233005,30.48,17
NV23,39.86927185,-119.70487891,39.87498815,-119.69716609,18.29,03
WI69,42.79761498,-088.33336986,42.80241446,-088.33348404,15.24,36
UT07,40.42030464,-109.58868663,40.42961536,-109.59603561,30.48,32
96MN,43.57171100,-093.25410447,43.56431510,-093.25463943,30.48,18
JY07,40.69599829,-075.13562103,40.69531115,-075.12917231,21.34,11
CO73,38.10473728,-102.21607355,38.09528270,-102.21819201,30.48,18
81G,42.77642563,-084.90025790,42.77086547,-084.89972822,30.48,18
KILN,39.41935600,-083.80927500,39.44271900,-083.78631400,45.72,04L
KILN,39.41438600,-083.79502200,39.43403600,-083.77571100,45.72,04R
CEF4,51.26887500,-113.94188300,51.25876700,-113.92714400,30.48,12
CEF4,51.26583600,-113.94055000,51.26194400,-113.92916900,30.48,10
CEF4,51.26555600,-113.94000000,51.25777800,-113.94000000,30.48,16
CEF4,51.25777800,-113.94000000,51.26194400,-113.92916900,30.48,04
42MO,38.12028107,-090.39046301,38.12593725,-090.38755811,10.67,02
LFDA,43.71194400,-000.25222200,43.70833300,-000.24083300,29.87,12
LF01,50.64293276,002.44636912,50.64040124,002.43696488,20.12,25
LF01,50.64243815,002.44368758,50.64392785,002.44269042,14.94,34
2IS,26.74777800,-081.05611100,26.73611100,-081.04333300,22.86,13
09N,41.83021083,-073.87636035,41.83497527,-073.87557521,22.86,02
KLVN,44.63044700,-093.23508300,44.62526900,-093.22111100,22.86,12
1H1,43.20202520,-076.17866867,43.20811090,-076.17896023,30.48,01
1H1,43.20499386,-076.18172910,43.20514224,-076.17589980,45.72,10
2VA9,38.75369700,-077.78915000,38.76209100,-077.78528400,15.24,03
OK93,36.32981212,-095.88407298,36.33704120,-095.88312980,70.10,36
0GA2,34.37707979,-082.94990869,34.37868409,-082.94148909,18.29,08
04MO,39.30471349,-091.45130161,39.29759151,-091.45178395,45.72,18
1F7,32.81660994,-096.35518554,32.81142060,-096.34922280,9.14,13
20KS,37.67905285,-096.88559286,37.67264991,-096.88502716,15.24,17
MT05,45.70306529,-108.62665223,45.70905859,-108.61807001,10.67,03
48X,27.64062463,-082.52626050,27.64444091,-082.51559784,30.48,07
AZ79,33.53055334,-112.21651031,33.52952888,-112.21657471,18.29,17
45XS,34.91176670,-101.90407679,34.92612552,-101.90130323,9.14,36
D93,42.84995713,-076.85397976,42.85017731,-076.84537970,22.86,10
SC15,32.62864478,-080.50688878,32.63561022,-080.50109734,45.72,04
6NY3,42.64180565,-076.72910329,42.64611379,-076.73024173,15.24,36
SYAH,-02.47686204,-059.32295380,-02.46980376,-059.31870880,13.11,06
ATP,-03.13908996,142.34600225,-03.14694327,142.34730432,41.15,17
KAIT,46.55601100,-093.67646400,46.54539700,-093.67218100,22.86,16
KAIT,46.54518600,-093.68763900,46.54551100,-093.67413600,45.72,08
NCAI,-18.82966591,-159.76481152,-18.84448929,-159.75724009,31.09,14
LFLB,45.64504575,005.87971068,45.63012950,005.88093496,45.11,18
LFLB,45.63803914,005.88121204,45.63172344,005.88173284,60.05,18L
AYAY,-06.33763051,145.90078498,-06.34603549,145.90788102,22.86,14
VEAZ,23.74148100,092.80204200,23.75172200,092.80349200,21.34,01
DN51,07.45349400,006.45536100,07.46098100,006.46689700,45.11,06
SJYF,02.00593066,-061.47993953,02.00962490,-061.47172713,24.99,08
SDIR,01.88676478,-062.02128216,01.88823522,-062.01538450,17.07,09
OR46,45.38429961,-120.47244019,45.38206705,-120.46320871,15.24,09
6AR2,35.02320212,-093.06658519,35.01753176,-093.06320815,22.86,15
E31,32.99020593,-112.02552779,32.98211907,-112.02586445,10.67,17
VI90,26.44939700,082.56197200,26.44573600,082.57434200,22.86,11
RJOE,34.52811736,136.67375482,34.53186064,136.67678318,30.48,04
RJOE,34.53123979,136.67299985,34.52873821,136.67753815,30.48,13
PAKH,56.93716759,-154.18986346,56.94123685,-154.17640654,18.29,04
LTBT,38.81954900,027.82311600,38.79924000,027.84575800,45.11,14L
LTBT,38.81866000,027.82181600,38.79835200,027.84445800,29.87,14R
Z13,60.90586551,-161.42657729,60.90380749,-161.41829398,11.89,11
PFAK,60.89991100,-161.23716100,60.90587200,-161.22402800,22.86,03
FO22,-01.13416700,013.91232500,-01.12470800,013.92868600,39.93,06
WAKA,-04.60541450,137.65636724,-04.60290919,137.66036675,14.94,06
60Q,38.75474907,-120.90214884,38.75338815,-120.89606284,18.29,09
E99,34.77620301,-103.85523670,34.76836921,-103.85691830,9.14,18
E99,34.77047574,-103.85989483,34.77409648,-103.85226017,9.14,05
E99,34.77290532,-103.86035263,34.77166690,-103.85180237,9.14,09
LTAE,40.06623300,032.55499400,40.09160300,032.57625600,44.81,03
RJSK,39.61693900,140.20420600,39.61435000,140.23312500,60.96,10
CYKD,68.22694400,-135.01083100,68.21971900,-135.00083900,22.86,13
NE38,40.71298303,-098.55953599,40.70323136,-098.55955844,9.14,18
VAAK,20.70031900,077.05295300,20.69780000,077.06430000,44.20,10
9G3,43.01882800,-078.48790600,43.02336400,-078.47735600,15.24,07
9G3,43.02144700,-078.48668900,43.01971700,-078.47976900,15.24,11
KCAK,40.90716700,-081.44135300,40.92800800,-081.44016700,46.02,01
KCAK,40.90750298,-081.45374401,40.92159698,-081.43349201,46.02,05
KAKR,41.03333600,-081.47781900,41.04150800,-081.45754700,46.02,07
KAKR,41.03454200,-081.46493100,41.04095300,-081.46480000,29.87,01
Y40,42.80856002,-096.56401725,42.80309330,-096.56215943,7.32,16
LCRA,34.59416700,032.97350000,34.58666700,033.00200000,60.96,10
UATE,43.86762114,051.07689987,43.85307850,051.10789245,46.02,12L
UATE,43.86656627,051.07683355,43.85370423,051.10451323,45.11,12
LGPZ,38.92059700,020.74997500,38.93033300,020.78064700,45.11,07L
UATT,50.25549200,057.19180600,50.23575600,057.22242500,59.74,13
CYKO,60.81638600,-078.15750000,60.82083600,-078.13972500,30.48,08
DNAK,07.23522800,005.29579400,07.25833600,005.30621100,45.11,03
BIAR,65.64584450,-018.06994448,65.66730400,-018.07400520,45.11,01
OEAH,25.29864400,049.48124200,25.27196700,049.48913600,45.11,16
FY03,-21.51660000,015.56930000,-21.50840000,015.57680000,10.06,04
OMAL,24.24378600,055.60658100,24.27959400,055.61168100,45.11,01
FYAA,-27.99310000,017.59100000,-27.99310000,017.60620000,10.06,09
OS73,32.78227800,035.71337500,32.79110800,035.72255300,28.96,04
HEAL,30.93475000,028.44755600,30.91413900,028.47527800,45.11,13
OY74,13.17078600,044.75270000,13.17856400,044.77747800,43.89,07
OE52,26.60411900,045.31568900,26.62001100,045.32756400,45.72,03
ORAA,33.78948900,042.43297500,33.79042500,042.47615300,60.05,09L
ORAA,33.78078300,042.40624700,33.78173100,042.44941900,45.11,09R
ORAA,33.77208300,042.41153900,33.77275800,042.44483600,103.02,08
OYBA,18.71224700,050.82457200,18.72621700,050.84935000,45.11,06
OEBA,20.29116900,041.61911900,20.30108300,041.64944700,45.11,07
HL68,32.46496700,023.10733600,32.44075600,023.12976100,45.11,14
OMAM,24.25816700,054.53333300,24.23833300,054.56211100,45.72,13L
OMAM,24.24084200,054.53672200,24.22098900,054.56549400,45.72,13R
5Q0,36.51767321,-119.76438334,36.51111511,-119.76366944,30.48,16
OYGD,16.19155000,052.16073900,16.19494700,052.18575800,45.11,08
HL81,29.53095000,012.93160800,29.53134700,012.95602500,30.48,09
HL81,29.53898900,012.94356400,29.51984400,012.94399700,28.96,18
OMAH,24.08508900,052.46144200,24.06287200,052.46584700,45.11,17
HE44,30.60787200,032.22164200,30.58975600,032.24773100,45.11,13
OESK,29.78793100,040.08134200,29.78233300,040.11866700,44.81,10
HL69,29.21273600,015.98752200,29.18341700,016.01488900,60.05,14
HL59,32.01261100,021.18224400,31.98436400,021.20126400,45.11,15
OE51,24.05736100,047.65373100,24.04571400,047.65469700,18.29,17
OTBK,25.63513600,051.50161700,25.62404700,051.51182500,29.87,14
HL70,27.27030600,021.60666700,27.24516700,021.62958300,45.11,14
OE46,20.47897800,044.75038600,20.47284400,044.76463900,40.54,11
HE32,30.97522500,031.42203900,30.95648100,031.44117500,39.93,14
HE32,30.98144400,031.43318300,30.95744400,031.44075800,39.93,17
HL60,32.53045600,020.87174400,32.52011700,020.87835300,27.43,15
3TE,42.02894055,-083.93910138,42.02167083,-083.93895416,22.86,18
3TE,42.02462777,-083.94267499,42.02476583,-083.93605277,30.48,09
OS70,34.57152800,036.55644400,34.56655600,036.58922200,45.11,10
ORSH,34.67928100,043.52585800,34.65700600,043.54657800,45.72,14R
ORSH,34.68830600,043.54498600,34.67231400,043.55986600,50.29,14L
OM01,25.75876300,055.95832200,25.75228200,055.96200500,14.94,15
ORTI,33.53131900,044.25360300,33.51635300,044.25985600,49.99,16
ORAT,33.34591400,043.57655300,33.32810600,043.61415000,60.96,12R
ORAT,33.34720000,043.58154400,33.33094700,043.61606100,45.72,12L
OTBH,25.13301400,051.30803600,25.10161700,051.32194200,45.11,16
HL57,24.18827800,014.53009200,24.16706900,014.55763900,70.10,13
HL57,24.18011100,014.52190000,24.18724700,014.53528900,39.93,06
SDUO,-12.18218100,-038.37980300,-12.16792800,-038.38056900,29.87,02
PAUK,62.68292960,-164.65800318,62.67715872,-164.66184738,17.07,18
WX04,-04.26039271,137.89357818,-04.26324329,137.89192782,24.99,03
YAMN,-32.53322270,137.69274501,-32.54204123,137.69316508,28.96,17
L92,37.36862427,-115.19824439,37.35629739,-115.19068007,36.58,14
L92,37.36575673,-115.19565130,37.35916493,-115.19327316,21.34,15
3N9,34.36784011,-107.49538503,34.35783433,-107.49580831,12.19,17
KALM,32.83320000,-105.99873300,32.84667800,-105.98245300,45.72,03
KALM,32.84861100,-105.98611100,32.83888900,-105.98473100,60.96,16
MM45,27.04167800,-108.95263900,27.03408600,-108.94393100,24.99,12
5H2,39.34370683,-089.42721196,39.34361205,-089.42019028,22.86,09
0NY4,42.95509020,-078.55141389,42.96002756,-078.55141389,22.86,01
SC07,33.67792930,-080.95318882,33.67373736,-080.94625564,38.10,13
EFAL,62.55381413,023.56969114,62.55498587,023.58410886,17.98,08
SE01,-02.16798100,-079.28823200,-02.16610100,-079.27943800,15.85,08
LEAB,38.94797200,-001.87905600,38.94908300,-001.84794400,60.05,09
WI50,42.71806194,-089.42746292,42.71806194,-089.41999598,30.48,09
YABA,-34.94016673,117.80442621,-34.95157227,117.81838926,29.87,14
YABA,-34.94700323,117.80656781,-34.94003577,117.81503803,29.87,05
KALB,42.73756500,-073.80425290,42.76087000,-073.80526629,45.72,01
KALB,42.74915600,-073.81208600,42.74983600,-073.78530600,45.72,10
T23,32.72388900,-099.26750000,32.71361100,-099.26750000,18.29,17
S12,44.64193300,-123.05945800,44.63369700,-123.05944200,22.86,16
K19,40.25750000,-094.34111100,40.26638900,-094.33860800,15.24,01
YAPK,-13.08000645,131.03116952,-13.09248662,131.04234675,86.87,13
SFAB,-52.20358880,-060.53849115,-52.20701543,-060.53107436,29.87,13
SFAB,-52.20641440,-060.53607970,-52.20397498,-060.53062524,29.87,05
LIMG,44.05090600,008.11848400,44.05024700,008.13630800,45.11,09
SN13,37.66191618,-097.77394170,37.65477770,-097.77504886,15.24,18
1N3,40.97593333,-078.25570977,40.97417999,-078.24376247,38.10,11
LFAQ,49.97152200,002.68950600,49.97153600,002.70581400,24.99,09
MA88,42.38636084,-072.92967326,42.39381304,-072.93218898,15.24,36
KOAJ,34.82218900,-077.62041700,34.83612800,-077.60386700,45.72,05
5Y1,46.03584400,-084.42664700,46.03584400,-084.41286400,18.29,09
KAEL,43.68738600,-093.36885800,43.67530000,-093.36537500,30.48,16
KAEL,43.67907500,-093.37139700,43.68454400,-093.36344200,22.86,04
KSPG,27.76317500,-082.63362800,27.76790800,-082.62357800,22.86,06
KSPG,27.76850000,-082.62491400,27.76062200,-082.62485800,45.72,18
PS52,40.19397502,-078.83723953,40.19617886,-078.82835993,30.48,08
SSTN,-21.68003142,-048.21584036,-21.67719080,-048.20804852,29.87,09
SVMD,08.57828600,-071.16752300,08.58565200,-071.15525700,45.11,06
MUTD,21.78360800,-080.00418900,21.79331700,-079.99021700,29.87,06
SKSO,05.66973300,-072.97580600,05.68268600,-072.96478300,24.38,04
KFEP,42.23994400,-089.59010600,42.24908100,-089.57361900,30.48,06
KFEP,42.25101700,-089.58307800,42.24416700,-089.58294700,45.72,18
KFEP,42.25077200,-089.58457800,42.24708600,-089.57775300,45.72,13
LFKA,45.62848500,006.33271900,45.62402100,006.32465700,21.03,23
8A0,34.22352200,-086.26331400,34.23469700,-086.24820300,30.48,05
4C8,40.99918900,-092.77048900,40.99334400,-092.76089200,18.29,13
YALH,-24.70672039,144.28906585,-24.70967872,144.29309923,20.12,12
YALH,-24.71547908,144.28829583,-24.70952915,144.29302940,39.01,3
YABS,-27.28296100,120.38248405,-27.26990900,120.38432100,24.08,1
YABS,-27.28351456,120.37564105,-27.28178639,120.39635186,35.05,8
KBVN,41.73313234,-098.05874237,41.72402366,-098.05273677,17.98,15
U40,42.39725809,-113.56584387,42.39811913,-113.54917003,53.34,07
IL86,41.51749169,-089.47977773,41.52424497,-089.47818729,30.48,01
IL06,41.64003361,-089.39837776,41.64003361,-089.38736670,22.86,09
IL09,41.62840549,-089.40509473,41.63444005,-089.40509473,30.48,36
MD48,39.47488005,-076.50347403,39.47199993,-076.49701153,18.29,13
MPMG,08.98142800,-079.55486400,08.96525300,-079.55630600,29.87,18
KAEG,35.13874700,-106.80918300,35.15281900,-106.79133100,29.87,04
KAEG,35.15260800,-106.78888900,35.13613300,-106.78886700,29.87,17
KABQ,35.04435300,-106.62158900,35.04406400,-106.57552500,45.72,08
KABQ,35.02224700,-106.63060300,35.04174200,-106.60707200,45.72,03
KABQ,35.05773100,-106.61100000,35.03031100,-106.61296700,45.72,17
KABQ,35.04353300,-106.62075300,35.03319400,-106.60514700,45.72,12
YMAY,-36.06807905,146.94891738,-36.06544095,146.96975845,29.87,07
LERI,37.94930600,-001.23519400,37.95291400,-001.22544400,45.11,07
41IL,42.06727589,-089.03343251,42.07166465,-089.03343251,15.24,36
41IL,42.06947027,-089.03564956,42.06947027,-089.03121546,15.24,09
SIQU,-20.09079554,-051.30822402,-20.08198224,-051.30955376,24.99,01
YALC,-22.79830996,134.39848328,-22.80527728,134.40766358,96.01,13
MS28,31.87082582,-091.13855513,31.86671750,-091.13110599,30.48,12
UEEA,58.59959842,125.40188506,58.60899458,125.41739911,35.05,06
SDWC,-07.35833953,-054.83278585,-07.36221602,-054.82665859,17.98,14
SDWM,-10.06740288,-052.99815418,-10.05981934,-052.99517916,17.98,04
SDVU,-07.20575884,-052.90744497,-07.21368561,-052.90311059,17.98,17
SDWJ,-08.72781762,-053.39347997,-08.72273794,-053.38707559,17.98,07
SDNV,-09.50786281,-054.01278405,-09.49991497,-054.01110483,17.98,03
SDNW,-10.78723964,-053.07705195,-10.78942702,-053.06628140,20.12,12
SDOZ,-08.10520345,-058.28556406,-08.09646322,-058.28332482,20.12,03
SJBN,-08.16569611,-054.83416242,-08.16763722,-054.82528202,17.98,12
YALY,-22.49281147,139.66302085,-22.48385467,139.66396614,49.99,18
EGJA,49.70599200,-002.22085300,49.70744200,-002.20883900,17.98,08
EGJA,49.70894400,-002.22133900,49.70442500,-002.21393600,36.88,14
EGJA,49.70426900,-002.21455000,49.70828900,-002.21154200,36.88,03
08KS,39.03841989,-097.58028145,39.03102399,-097.57978245,30.18,17
YADR,-26.66144738,150.19475426,-26.66510700,150.19424400,49.99,1
YADG,-35.28571288,138.49121494,-35.29183754,138.49733549,17.98,14
YADG,-35.29137259,138.49196732,-35.28571558,138.49680207,10.97,03
YADG,-35.28598088,138.49184668,-35.28572507,138.49626606,22.86,08
YADG,-35.28566043,138.49705201,-35.29176259,138.49743001,27.13,18
SSAL,-29.79369284,-055.76743882,-29.80686256,-055.75867658,24.08,16
SSLT,-29.80905800,-055.89807500,-29.81627500,-055.88865800,17.98,14
SA19,-33.35029173,-063.73291091,-33.34693050,-063.72708909,29.87,06
5A8,59.28535751,-158.61863761,59.27976581,-158.61670739,27.43,15
Z35,59.27986544,-158.59966832,59.28198122,-158.59473224,7.62,03
Z35,59.28146277,-158.60010163,59.28038389,-158.59429893,10.67,09
LFOF,48.44626788,000.10424515,48.44872212,000.11408885,17.98,07R
LFOF,48.44703930,000.10517353,48.44935070,000.11444447,79.86,07L
SDWQ,-01.91755394,-054.72723883,-01.91633494,-054.71831673,22.86,10
OSAP,36.18233300,037.20837500,36.17901700,037.24033900,45.11,09
CYLT,82.51277800,-062.32333300,82.52277800,-062.23777800,45.72,05T
CYAL,50.57458149,-126.90383150,50.57738051,-126.91474050,22.86,27
18TE,32.58530300,-095.07219200,32.58508300,-095.05565800,12.19,08
SPAR,-11.68419707,-069.33853594,-11.68191473,-069.32757126,17.37,08
LILA,44.92775373,008.62825622,44.92113087,008.62285578,39.93,21
ENAL,62.55593100,006.08984400,62.56481100,006.13048600,45.11,07
FAAB,-28.58442769,016.53605297,-28.56852631,016.53051703,46.02,01
FAAB,-28.57825000,016.52466700,-28.56702800,016.53658300,35.97,07
FAAB,-28.56977080,016.52197336,-28.56930920,016.53702464,35.05,11
NC59,35.85036531,-081.14852145,35.85101079,-081.13941911,15.24,09
NY82,42.58513377,-073.61775028,42.57613789,-073.61470418,30.48,18
KISW,44.35335000,-089.84184200,44.36754700,-089.83472500,30.48,02
KISW,44.36312200,-089.84418300,44.35876100,-089.83166400,15.24,11
KISW,44.36138900,-089.84250000,44.35564200,-089.84193900,15.24,18
E80,34.63876900,-106.84145800,34.65158900,-106.82594400,18.29,03
5T3,30.26887493,-098.11738355,30.27486451,-098.11653201,15.24,36
KAMT,38.84783100,-083.57094400,38.85511700,-083.56157800,20.12,05
NZLX,-45.20583300,169.36971900,-45.21583300,169.37500000,60.05,14L
NZLX,-45.20563900,169.36896900,-45.21591700,169.37425000,29.87,14R
NZLX,-45.21333300,169.36778100,-45.20777800,169.37195000,60.05,01
LGAX,40.65606900,022.48031900,40.64608100,022.49731100,29.87,13
I99,40.23256944,-085.64216250,40.23243500,-085.63288444,18.29,09
N85,40.58569805,-075.02345500,40.58871444,-075.01517083,15.24,08
N85,40.58921055,-075.02241722,40.58692361,-075.01665749,30.48,13
YALX,-19.06605054,136.71387386,-19.06644273,136.72120317,49.99,9
YALX,-19.05853748,136.71122344,-19.06552613,136.71591588,21.03,14
HEAX,31.17466400,029.93813100,31.18868300,029.95447500,45.11,04
HEAX,31.19387800,029.94890000,31.17763600,029.94890300,29.87,18
KAEX,31.33787800,-092.55922800,31.31708600,-092.54161100,45.72,14
KAEX,31.33673100,-092.54431900,31.31771900,-092.54781900,45.72,18
LGAL,40.85249200,025.94171100,40.85924700,025.97081700,45.11,07
AL5,52.06852441,-123.27003990,52.06485359,-123.26340810,12.19,11
SNFE,-21.43815300,-045.93495000,-21.42463300,-045.92935000,29.87,04
SPAS,-02.79162800,-076.47471400,-02.80063100,-076.45851900,39.93,12
SPNC,-09.88313900,-076.21538600,-09.87448300,-076.19420600,29.87,07
LEAT,41.55023738,000.65272512,41.54549049,000.65291036,35.05,01
LEAT,41.54626698,000.64998175,41.54856450,000.65555670,29.87,07
LEAT,41.55036428,000.64535664,41.54706716,000.65654092,29.87,12
SKCL,03.52990000,-076.38391900,03.55654200,-076.37925600,45.11,01
SKVP,10.42570600,-073.25108600,10.44437500,-073.24792500,29.87,02
5OK8,34.67166577,-097.85713689,34.67848589,-097.85460145,30.48,01
M66,38.34745300,-097.21370800,38.33861700,-097.21277500,13.41,17
SKLT,-04.20110000,-069.94568600,-04.18523300,-069.93967800,39.93,03
NZAN,-40.70158350,175.85598085,-40.69441250,175.85465155,50.29,33
BIAL,63.54114479,-018.45613863,63.53924621,-018.44376377,22.86,13
